source,exercise,rep,faults,covered,additions,contradictions,words,coaching
eval_log_v2.csv,squat,10,depth,yes,,,15,"Keep pushing, and remember to lower down to full depth, all the way to parallel."
eval_log_v2.csv,squat,11,depth,yes,glutes; hips back,,17,"Great effort, remember to lower down to parallel by squeezing your glutes and pushing your hips back."
eval_log_v2.csv,squat,12,depth,yes,,,15,"Keep going, and remember to lower down to a full parallel on the next one."
eval_log_v2.csv,squat,13,depth,yes,,,11,"Keep going, focus on reaching parallel depth on this next one."
eval_log_v2.csv,squat,14,depth,yes,"ground, hands or calves",,15,"Great job, remember to lower down further to reach a full parallel with your hands."
eval_log_v2.csv,squat,15,depth,yes,core,,16,"Great effort, remember to lower down to parallel and engage your core to maintain proper form."
eval_log_v2.csv,squat,16,depth,yes,core,,15,"Good job on the squat, remember to lower down to parallel and engage your core."
eval_log_v2.csv,squat,17,depth,yes,knee alignment,,14,Keep your knees in line and lower down to parallel on the next one.
eval_log_v2.csv,squat,18,depth,yes,knee alignment,,17,"Next rep, focus on lowering down to a full, deep squat, keeping your knees behind your toes."
eval_log_v2.csv,squat,19,depth,yes,core,,16,"Great effort, remember to lower down to parallel and engage your core to maintain proper form."
eval_log_v2.csv,squat,20,depth,yes,,,14,"Great effort, remember to lower down to parallel for the full range of motion."
eval_log_v2.csv,squat,1,depth,yes,,,13,"Great effort, remember to lower down to parallel for a more effective squat."
eval_log_v2.csv,squat,2,depth,yes,,,13,"Good job, don't forget to lower down to parallel on the next one."
eval_log_v2.csv,squat,3,depth,yes,,,14,"Great effort, remember to lower down to a full parallel on the next rep."
eval_log_v2.csv,squat,4,depth,yes,core,,15,"Good job, remember to lower down to parallel and engage your core to maintain control."
eval_log_v2.csv,squat,5,depth,yes,core,,16,"Great effort, remember to lower down to parallel and engage your core to maintain proper form."
eval_log_v2.csv,squat,6,depth,yes,knee alignment,,16,"Good job, keep lowering down to reach parallel, and focus on keeping your knees in line."
eval_log_v2.csv,squat,7,depth,yes,,,15,"Keep going, focus on lowering your body all the way down to a full squat."
eval_log_v2.csv,squat,8,depth,yes,back,,16,"Great effort, remember to lower down further to reach full depth and keep your back straight."
eval_log_v2.csv,squat,9,depth,yes,core,,17,"Great effort, remember to lower down to a full parallel and engage your core for better control."
eval_log_v2.csv,squat,10,depth,yes,,,13,"Keep going, focus on lowering your body down to a full, deep squat."
eval_log_v2.csv,squat,11,depth,yes,,,14,"Great effort, remember to lower down to a full parallel on the next rep."
eval_log_v2.csv,squat,12,depth,yes,knee alignment,,17,"Keep your knees tracking over your toes and lower down to a deeper depth, let's try again."
eval_log_v2.csv,squat,13,depth,yes,core,,15,"Great effort, remember to lower down to parallel and engage your core for better form."
eval_log_v2.csv,squat,14,depth,yes,core,depth,15,"Good depth, focus on lowering down to parallel, and engage your core to maintain control."
eval_log_v2.csv,squat,15,depth,yes,,,17,"Great job on the movement, remember to lower down to a full parallel for the next rep."
eval_log_v2.csv,squat,16,depth,yes,core,,14,"Great effort, remember to lower down to a full parallel and engage your core."
eval_log_v2.csv,squat,17,depth,yes,,,14,Remember to lower down and reach your knees to parallel on the next one.
eval_log_v2.csv,squat,18,depth,yes,knee alignment,,16,"Great effort, remember to lower down to full depth and keep your knees behind your toes."
eval_log_v2.csv,squat,19,depth,yes,"ground, hands or calves",,17,"Great effort, but remember to lower down to full depth by reaching your hands to the ground."
eval_log_v2.csv,squat,20,depth,yes,"ground, hands or calves",,20,"Great job on the movement, remember to lower down to a full depth by reaching your thighs to your calves."
evaluations/auto_clean_session.csv,squat,1,,,,,5,"Great start, keep it up!"
evaluations/auto_clean_session.csv,squat,2,,,,,9,"Great job, you're on a roll, keep it up!"
evaluations/auto_clean_session.csv,squat,3,,,,,5,"Excellent form, keep pushing through!"
evaluations/auto_clean_session.csv,squat,4,,,,,5,"Excellent form, keep it up!"
evaluations/auto_clean_session.csv,squat,5,,,,,5,"Nice form, keep it up!"
evaluations/auto_clean_session.csv,squat,6,,,,,8,"Excellent form, keep pushing through, you're doing great!"
evaluations/auto_clean_session.csv,squat,7,,,,,9,"Great job, you're on a roll, keep it up!"
evaluations/auto_clean_session.csv,squat,8,,,,,4,"Excellent form, keep pushing!"
evaluations/auto_clean_session.csv,squat,9,,,,,4,"Great form, keep pushing!"
evaluations/auto_clean_session.csv,squat,10,,,,,4,"Great form, keep pushing!"
evaluations/auto_clean_session.csv,lunge,1,,,,,11,"Great job, perfect form on that first lunge, keep it up!"
evaluations/auto_clean_session.csv,lunge,2,,,,,6,"Great job, keep that form consistent!"
evaluations/auto_clean_session.csv,lunge,3,,,,,5,"Great form, keep it up!"
evaluations/auto_clean_session.csv,lunge,4,,,,,5,"Great form, keep it up!"
evaluations/auto_clean_session.csv,lunge,5,,,,,5,"Excellent form, keep it up!"
evaluations/auto_clean_session.csv,lunge,6,,,,,6,"Great job, keep that form consistent!"
evaluations/auto_clean_session.csv,lunge,7,,,,,5,"Great job, keep it up!"
evaluations/auto_clean_session.csv,lunge,8,,,,,6,"Great job, keep the form strong!"
evaluations/auto_clean_session.csv,lunge,9,,,,,5,"Great form, keep it up!"
evaluations/auto_clean_session.csv,lunge,10,,,,,9,"Great job on that lunge, keep the momentum going!"
evaluations/auto_clean_session.csv,squat,11,,,,,5,"Great form, keep it up!"
evaluations/auto_clean_session.csv,squat,12,,,,,8,"Great job, keep pushing through, you're doing fantastic!"
evaluations/auto_clean_session.csv,squat,13,,,,,4,"Excellent form, keep pushing!"
evaluations/auto_path_fault.csv,squat,1,,,,,5,"Solid start, keep it up!"
evaluations/auto_path_fault.csv,squat,2,depth,yes,core; back,,17,"Great effort, remember to lower down to parallel and engage your core to support your lower back."
evaluations/auto_path_fault.csv,squat,3,depth,yes,,,16,Remember to lower down to a full parallel to get the full benefit of the exercise.
evaluations/fault_and_cue.csv,squat,1,depth,yes,,depth,14,"Keep working on reaching that parallel, let's focus on extending your hips and knees."
evaluations/fault_and_cue.csv,squat,2,,,,,5,"Great form, keep it up!"
evaluations/fault_and_cue.csv,squat,3,depth,yes,core,,17,"Great effort, remember to lower down to a full parallel, and engage your core for better control."
evaluations/fault_and_cue.csv,squat,4,,,,,9,"Great form, keep it up, you're on a roll!"
evaluations/fault_and_cue.csv,lunge,1,,,,,5,"Great start, keep it up!"
evaluations/fault_and_cue.csv,lunge,1,depth,yes,,,12,Remember to bend your front knee more deeply on this next rep.
evaluations/fault_and_cue.csv,lunge,2,,,,,5,"Great form, keep it up!"
evaluations/fault_and_cue.csv,lunge,3,trunk,yes,core; straight line,,16,"Keep your torso upright, engage your core, and maintain a straight line from head to heels."
evaluations/fault_and_cue.csv,lunge,4,,,,,5,"Great form, keep it up!"
evaluations/fault_and_cue.csv,lunge,5,trunk,yes,weight or feet,,15,"Keep your torso upright, and focus on keeping your weight evenly distributed on both feet."
evaluations/fault_and_cue.csv,lunge,6,,,,,11,"Great job, keep it up, perfect form, you're crushing this set!"
evaluations/historical/eval_log_mixed.csv,squat,1,,,,,5,"Good start, keep it up!"
evaluations/historical/eval_log_mixed.csv,squat,2,,,,,7,"Keep it up, you're on a roll!"
evaluations/historical/eval_log_mixed.csv,squat,3,,,,,8,"Keep it up, you're executing this one smoothly!"
evaluations/historical/eval_log_mixed.csv,squat,4,,,,,5,"Great form, keep it up!"
evaluations/historical/eval_log_mixed.csv,squat,5,,,,,5,"Great form, keep it up!"
evaluations/historical/eval_log_mixed.csv,squat,1,,,,,5,"Great start, keep it up!"
evaluations/historical/eval_log_mixed.csv,squat,2,,,,,5,"Great start, keep it up!"
evaluations/historical/eval_log_mixed.csv,squat,3,,,,,5,"Excellent form, keep it up!"
evaluations/historical/eval_log_mixed.csv,squat,4,,,,,5,"Great form, keep it up!"
evaluations/historical/eval_log_mixed.csv,squat,5,,,,,9,"Great job, you're maintaining perfect form, keep it up!"
evaluations/historical/eval_log_mixed.csv,squat,1,,,,,5,"Great start, keep it up!"
evaluations/historical/eval_log_mixed.csv,squat,2,,,,,5,"Great form, keep it up!"
evaluations/historical/eval_log_mixed.csv,squat,3,depth,yes,,,16,"Great effort, remember to lower your body all the way down to a full parallel position."
evaluations/historical/eval_log_mixed.csv,squat,4,depth,yes,core,,15,"Great effort, remember to lower down to parallel and engage your core for better form."
evaluations/historical/eval_log_mixed.csv,squat,5,,,,,5,"Great form, keep it up!"
evaluations/historical/eval_log_mixed.csv,squat,6,trunk,yes,core,,16,"Keep your torso upright, engage your core, and maintain a straighter posture for the next rep."
evaluations/historical/eval_log_mixed.csv,squat,7,,,,,9,"Great job, keep it up, you're on a roll!"
evaluations/historical/eval_log_mixed.csv,lunge,1,,,,,6,"Great start, keep the momentum going!"
evaluations/historical/eval_log_mixed.csv,lunge,2,knee_travel,yes,,,16,Keep your front knee behind your toes and focus on proper tracking for the next rep.
evaluations/historical/eval_log_mixed.csv,lunge,3,,,,,7,"Great job, perfect form, keep it up!"
evaluations/historical/eval_log_mixed.csv,lunge,4,,,,,5,"Excellent form, keep it up!"
evaluations/historical/eval_log_mixed.csv,lunge,5,trunk knee_travel,yes,,,17,"Great job on the lunge, remember to keep your torso up and front knee behind your toes!"
evaluations/historical/eval_log_mixed.csv,lunge,6,depth,yes,,,16,"Keep your front knee lower, and focus on bending it more deeply on the next rep."
evaluations/historical/eval_log_mixed.csv,lunge,7,depth,yes,,,14,"Remember to bend your front knee more on this next one, keep it lower."
evaluations/historical/eval_log_precontract.csv,squat,1,,,,,6,"Great start, keep the momentum going!"
evaluations/historical/eval_log_precontract.csv,squat,2,,,,,8,"Keep that momentum going, you're right on track!"
evaluations/historical/eval_log_precontract.csv,squat,3,,,,,4,"Excellent form, keep pushing!"
evaluations/historical/eval_log_precontract.csv,squat,1,,,,,6,"Great start, keep the momentum going!"
evaluations/historical/eval_log_precontract.csv,squat,1,,,,,6,"Good start, keep the momentum going!"
evaluations/historical/eval_log_precontract.csv,squat,2,,,,,5,"Great form, keep it up!"
evaluations/historical/eval_log_precontract.csv,squat,1,,,,,6,"Great start, keep that momentum going!"
evaluations/historical/eval_log_precontract.csv,squat,2,,,,,5,"Great form, keep it up!"
evaluations/historical/eval_log_precontract.csv,squat,3,depth,yes,back,,18,"Great effort, remember to lower down to full depth by keeping your back straight and knees behind toes."
evaluations/historical/eval_log_precontract.csv,squat,4,,,,,5,"Great form, keep it up!"
evaluations/historical/eval_log_precontract.csv,squat,5,depth,yes,back,,13,"Great effort, remember to lower down to parallel, and keep your back straight."
evaluations/historical/eval_log_precontract.csv,squat,6,,,,,5,"Great form, keep it up!"
evaluations/historical/eval_log_precontract.csv,squat,7,,,,,8,"Great form, keep pushing through, you're crushing this!"
evaluations/historical/eval_log_precontract.csv,squat,8,depth,yes,,,15,"Great effort, remember to lower down further to reach a full parallel with your hips."
evaluations/historical/eval_log_precontract.csv,squat,9,trunk,yes,core,,16,"Keep your torso upright, engage your core, and maintain a straighter posture for the next rep."
evaluations/historical/eval_log_precontract.csv,squat,10,depth,yes,core,,16,"Great effort, remember to lower down to parallel and engage your core to maintain proper form."
evaluations/historical/eval_log_precontract.csv,squat,11,,,,,8,"Great form, keep pushing, you're on a roll!"
evaluations/historical/eval_log_precontract.csv,squat,1,depth,yes,,,17,"Good job on the movement, remember to lower down to a full parallel on the next one."
evaluations/historical/eval_log_precontract.csv,squat,2,,,,,5,"Great form, keep it up!"
evaluations/historical/eval_log_precontract.csv,squat,3,,,,,5,"Great form, keep it up!"
evaluations/historical/eval_log_precontract.csv,squat,4,,,,,5,"Great form, keep it up!"
evaluations/historical/eval_log_precontract.csv,squat,5,depth,yes,,,10,"Great effort, remember to lower down further to reach parallel."
evaluations/historical/eval_log_precontract.csv,squat,6,,,,,10,"Keep it up, great form and control, you're doing it!"
evaluations/historical/eval_log_precontract.csv,squat,7,,,,,8,"Excellent form, keep pushing, you're right on track!"
evaluations/historical/eval_log_precontract.csv,squat,8,,,,,12,"Keep it up, you're executing the movement perfectly, keep the momentum going!"
evaluations/historical/eval_log_precontract.csv,squat,9,,,,,12,"Keep it up, you're maintaining great form and control throughout this set!"
evaluations/historical/eval_log_precontract.csv,squat,10,,,,,9,"Great job, you're maintaining perfect form, keep it up!"
evaluations/historical/eval_log_precontract.csv,squat,11,,,,,7,"Great form, keep pushing, you're doing great!"
evaluations/historical/eval_log_precontract.csv,squat,12,,,,,12,"Way to go, you're crushing it - keep up the great work!"
evaluations/historical/eval_log_v1.csv,squat,1,depth,yes,knee alignment,,16,"Next rep, focus on lowering down to a full parallel, keeping your knees behind your toes."
evaluations/historical/eval_log_v1.csv,squat,2,depth,yes,core,,16,"Great effort, remember to lower down to parallel and engage your core for the next rep."
evaluations/historical/eval_log_v1.csv,squat,3,depth,yes,,,13,"Great effort, remember to lower down to parallel depth for the next rep."
evaluations/historical/eval_log_v1.csv,squat,4,depth,yes,,,14,"Great effort, remember to lower down to a full parallel position for maximum benefit."
evaluations/manual_squat_chair.csv,squat,1,,,,,5,"Great start, keep it up!"
evaluations/manual_squat_chair.csv,squat,2,,,,,8,"Keep that form sharp, you're on a roll!"
evaluations/manual_squat_chair.csv,squat,3,,,,,5,"Great form, keep it up!"
evaluations/manual_squat_chair.csv,squat,4,,,,,8,"Great form, keep pushing, you're right on track!"
evaluations/manual_squat_chair.csv,squat,5,,,,,5,"Great form, keep it up!"
